fault_text1,fault_text2,semantic_similarity
电机负载达额定120%时出现过热，绕组温度升至105℃,电机连续运行8小时后出现异响，振动值超额定20%,0.66
变频器过压报警，直流母线电压达800V,变频器频率漂移，设定50Hz实际输出45Hz,0.42
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机负载达额定120%时出现过热，绕组温度升至105℃,0.64
液压缸活塞杆变形，伸出时出现偏斜,液压缸动作卡顿，换向时出现滞涩现象,0.91
液压缸活塞杆变形，伸出时出现偏斜,液压缸动作卡顿，换向时出现滞涩现象,0.87
电机过载停机，故障代码E012，需重启复位,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.64
液压缸动作卡顿，换向时出现滞涩现象,液压缸压力不足，工作压力仅达额定60%,0.5
继电器触点烧蚀，接触电阻增大至5Ω,液压缸缓冲装置失效，行程末端冲击过大,0.26
液压缸压力不足，工作压力仅达额定60%,液压缸活塞杆变形，伸出时出现偏斜,0.64
液压缸动作卡顿，换向时出现滞涩现象,液压缸缓冲装置失效，行程末端冲击过大,0.83
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,继电器误动作，无输入信号时触点自行闭合,0.05
传感器数值漂移，测量值比实际值高10%,传感器响应延迟，信号滞后2秒,0.51
电机轴承润滑不足导致转速异常，输出转速波动±5%,液压缸动作卡顿，换向时出现滞涩现象,0.25
离心泵空转异响，进口阀门未打开导致气蚀,离心泵流量不足，出口管路堵塞,0.83
传感器量程超限，显示值固定为最大值,传感器量程超限，显示值固定为最大值,0.55
离心泵空转异响，进口阀门未打开导致气蚀,离心泵流量不足，出口管路堵塞,0.88
液压缸压力不足，工作压力仅达额定60%,液压缸活塞杆变形，伸出时出现偏斜,0.55
离心泵轴承发热，温度达75℃,离心泵叶轮磨损，流量下降至额定70%,0.41
PLC断电记忆丢失，参数恢复至出厂默认值,PLC输入输出点I0.2损坏，无信号输入,0.84
传感器响应延迟，信号滞后2秒,传感器量程超限，显示值固定为最大值,0.66
变频器参数紊乱，加速时间被异常修改,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.05
离心泵叶轮磨损，流量下降至额定70%,继电器线圈烧毁，电阻值无穷大,0.17
传感器响应延迟，信号滞后2秒,传感器响应延迟，信号滞后2秒,0.51
变频器过压报警，直流母线电压达800V,变频器散热风扇故障，散热片温度达75℃,0.56
轴承磨损异响，运转时出现周期性异音,轴承润滑脂干涸，出现干摩擦异响,0.55
PLC信号丢失，传感器反馈数据无更新,PLC断电记忆丢失，参数恢复至出厂默认值,0.59
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机负载达额定120%时出现过热，绕组温度升至105℃,0.42
PLC信号丢失，传感器反馈数据无更新,PLC信号丢失，传感器反馈数据无更新,0.46
轴承温升过高，连续运行2小时后温度达80℃,离心泵空转异响，进口阀门未打开导致气蚀,0.17
变频器参数紊乱，加速时间被异常修改,变频器散热风扇故障，散热片温度达75℃,0.42
电机过载停机，故障代码E012，需重启复位,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.52
轴承间隙过大，径向游隙超0.15mm,轴承滚珠破损，振动频谱出现冲击峰值,0.44
变频器过流跳闸，输出电流超额定30%,传感器数值漂移，测量值比实际值高10%,0.25
变频器过流跳闸，输出电流超额定30%,轴承磨损异响，运转时出现周期性异音,0.1
传感器响应延迟，信号滞后2秒,传感器无输出信号，接线端子接触不良,0.8
液压缸压力不足，工作压力仅达额定60%,液压缸压力不足，工作压力仅达额定60%,0.47
继电器接触不良，信号传输时断时续,液压缸压力不足，工作压力仅达额定60%,0.29
轴承间隙过大，径向游隙超0.15mm,轴承润滑脂干涸，出现干摩擦异响,0.54
离心泵轴承发热，温度达75℃,离心泵空转异响，进口阀门未打开导致气蚀,0.96
继电器线圈烧毁，电阻值无穷大,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.25
轴承间隙过大，径向游隙超0.15mm,轴承滚珠破损，振动频谱出现冲击峰值,0.88
轴承温升过高，连续运行2小时后温度达80℃,轴承滚珠破损，振动频谱出现冲击峰值,0.9
轴承磨损异响，运转时出现周期性异音,轴承滚珠破损，振动频谱出现冲击峰值,0.44
继电器线圈烧毁，电阻值无穷大,继电器触点烧蚀，接触电阻增大至5Ω,0.5
离心泵叶轮磨损，流量下降至额定70%,离心泵轴承发热，温度达75℃,0.98
液压缸缓冲装置失效，行程末端冲击过大,液压缸活塞杆变形，伸出时出现偏斜,0.62
液压缸活塞杆变形，伸出时出现偏斜,液压缸动作卡顿，换向时出现滞涩现象,0.86
变频器过压报警，直流母线电压达800V,变频器过压报警，直流母线电压达800V,0.54
传感器抗干扰差，受电磁干扰出现跳变,传感器量程超限，显示值固定为最大值,0.92
变频器频率漂移，设定50Hz实际输出45Hz,变频器参数紊乱，加速时间被异常修改,0.6
PLC通讯故障，与变频器的Modbus连接中断,PLC通讯故障，与变频器的Modbus连接中断,0.48
传感器响应延迟，信号滞后2秒,传感器数值漂移，测量值比实际值高10%,0.82
液压缸活塞杆变形，伸出时出现偏斜,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.43
传感器量程超限，显示值固定为最大值,传感器抗干扰差，受电磁干扰出现跳变,0.66
离心泵密封泄漏，机械密封端面磨损,离心泵流量不足，出口管路堵塞,0.69
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机负载达额定120%时出现过热，绕组温度升至105℃,0.41
液压缸活塞杆变形，伸出时出现偏斜,液压缸缓冲装置失效，行程末端冲击过大,0.65
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸缓冲装置失效，行程末端冲击过大,0.7
变频器过流跳闸，输出电流超额定30%,轴承磨损异响，运转时出现周期性异音,0.03
轴承磨损异响，运转时出现周期性异音,轴承温升过高，连续运行2小时后温度达80℃,0.89
离心泵叶轮磨损，流量下降至额定70%,离心泵密封泄漏，机械密封端面磨损,0.52
液压缸压力不足，工作压力仅达额定60%,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.43
电机负载达额定120%时出现过热，绕组温度升至105℃,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.69
电机过载停机，故障代码E012，需重启复位,电机连续运行8小时后出现异响，振动值超额定20%,0.46
液压缸压力不足，工作压力仅达额定60%,液压缸动作卡顿，换向时出现滞涩现象,0.49
轴承温升过高，连续运行2小时后温度达80℃,轴承间隙过大，径向游隙超0.15mm,0.92
液压缸动作卡顿，换向时出现滞涩现象,液压缸缓冲装置失效，行程末端冲击过大,0.5
变频器散热风扇故障，散热片温度达75℃,变频器频率漂移，设定50Hz实际输出45Hz,0.44
轴承滚珠破损，振动频谱出现冲击峰值,离心泵空转异响，进口阀门未打开导致气蚀,0.16
离心泵轴承发热，温度达75℃,液压缸压力不足，工作压力仅达额定60%,0.21
液压缸活塞杆变形，伸出时出现偏斜,电机过载停机，故障代码E012，需重启复位,0.19
液压缸动作卡顿，换向时出现滞涩现象,液压缸缓冲装置失效，行程末端冲击过大,0.69
液压缸压力不足，工作压力仅达额定60%,变频器散热风扇故障，散热片温度达75℃,0.1
液压缸动作卡顿，换向时出现滞涩现象,液压缸动作卡顿，换向时出现滞涩现象,0.46
变频器散热风扇故障，散热片温度达75℃,液压缸缓冲装置失效，行程末端冲击过大,0.28
PLC程序报错，梯形图逻辑错误导致误动作,PLC程序报错，梯形图逻辑错误导致误动作,0.62
PLC断电记忆丢失，参数恢复至出厂默认值,PLC输入输出点I0.2损坏，无信号输入,0.64
PLC信号丢失，传感器反馈数据无更新,PLC通讯故障，与变频器的Modbus连接中断,0.82
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机连续运行8小时后出现异响，振动值超额定20%,0.85
轴承温升过高，连续运行2小时后温度达80℃,传感器量程超限，显示值固定为最大值,0.29
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.65
轴承磨损异响，运转时出现周期性异音,轴承滚珠破损，振动频谱出现冲击峰值,0.53
PLC通讯故障，与变频器的Modbus连接中断,轴承间隙过大，径向游隙超0.15mm,0.15
液压缸压力不足，工作压力仅达额定60%,液压缸压力不足，工作压力仅达额定60%,0.53
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸活塞杆变形，伸出时出现偏斜,0.66
离心泵流量不足，出口管路堵塞,离心泵轴承发热，温度达75℃,0.66
液压缸缓冲装置失效，行程末端冲击过大,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.46
PLC信号丢失，传感器反馈数据无更新,PLC断电记忆丢失，参数恢复至出厂默认值,0.56
PLC程序报错，梯形图逻辑错误导致误动作,PLC断电记忆丢失，参数恢复至出厂默认值,0.97
传感器数值漂移，测量值比实际值高10%,传感器数值漂移，测量值比实际值高10%,0.45
液压缸动作卡顿，换向时出现滞涩现象,液压缸活塞杆变形，伸出时出现偏斜,0.89
传感器无输出信号，接线端子接触不良,传感器响应延迟，信号滞后2秒,0.93
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸压力不足，工作压力仅达额定60%,0.58
轴承滚珠破损，振动频谱出现冲击峰值,轴承温升过高，连续运行2小时后温度达80℃,0.67
继电器吸合不良，线圈电压正常但触点未闭合,电机过载停机，故障代码E012，需重启复位,0.23
继电器误动作，无输入信号时触点自行闭合,继电器触点烧蚀，接触电阻增大至5Ω,0.52
液压缸压力不足，工作压力仅达额定60%,液压缸活塞杆变形，伸出时出现偏斜,0.64
轴承磨损异响，运转时出现周期性异音,轴承润滑脂干涸，出现干摩擦异响,0.93
传感器量程超限，显示值固定为最大值,轴承温升过高，连续运行2小时后温度达80℃,0.02
液压缸动作卡顿，换向时出现滞涩现象,液压缸活塞杆变形，伸出时出现偏斜,0.65
离心泵叶轮磨损，流量下降至额定70%,轴承磨损异响，运转时出现周期性异音,0.2
离心泵轴承发热，温度达75℃,离心泵密封泄漏，机械密封端面磨损,0.63
继电器误动作，无输入信号时触点自行闭合,继电器误动作，无输入信号时触点自行闭合,0.57
离心泵空转异响，进口阀门未打开导致气蚀,离心泵轴承发热，温度达75℃,0.94
变频器过流跳闸，输出电流超额定30%,变频器过压报警，直流母线电压达800V,0.55
液压缸压力不足，工作压力仅达额定60%,液压缸缓冲装置失效，行程末端冲击过大,0.45
继电器触点烧蚀，接触电阻增大至5Ω,离心泵轴承发热，温度达75℃,0.29
轴承滚珠破损，振动频谱出现冲击峰值,轴承滚珠破损，振动频谱出现冲击峰值,0.51
轴承间隙过大，径向游隙超0.15mm,轴承温升过高，连续运行2小时后温度达80℃,0.6
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.85
离心泵轴承发热，温度达75℃,离心泵轴承发热，温度达75℃,0.52
轴承温升过高，连续运行2小时后温度达80℃,轴承磨损异响，运转时出现周期性异音,0.87
液压缸缓冲装置失效，行程末端冲击过大,液压缸缓冲装置失效，行程末端冲击过大,0.6
继电器线圈烧毁，电阻值无穷大,继电器误动作，无输入信号时触点自行闭合,0.63
液压缸动作卡顿，换向时出现滞涩现象,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.87
液压缸动作卡顿，换向时出现滞涩现象,液压缸动作卡顿，换向时出现滞涩现象,0.61
离心泵空转异响，进口阀门未打开导致气蚀,离心泵流量不足，出口管路堵塞,0.83
传感器量程超限，显示值固定为最大值,传感器量程超限，显示值固定为最大值,0.67
