fault_text1,fault_text2,semantic_similarity,data_source,fault_text1_clean,fault_text1_words,fault_text1_text_length,fault_text1_digit_count,fault_text1_special_char_count,fault_text1_matched_category,fault_text1_matched_keywords,fault_text2_clean,fault_text2_words,fault_text2_text_length,fault_text2_digit_count,fault_text2_special_char_count,fault_text2_matched_category,fault_text2_matched_keywords
电机连续运行8小时后出现异响，振动值超额定20%,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.52,original,电机连续运行8小时后出现异响振动值超额定20%,"['电机', '连续', '小时', '异响', '振动', '超额', '20%']",23,3,1,电气系统,"电机,异响,振动",电机环境湿度80%时出现绝缘不良绝缘电阻低于0.5MΩ,"['电机', '环境湿度', '80%', '绝缘', '不良', '绝缘', '电阻', '低于', '0.5']",27,4,3,电气系统,"电机,绝缘,绝缘"
PLC断电记忆丢失，参数恢复至出厂默认值,PLC程序报错，梯形图逻辑错误导致误动作,0.62,original,PLC断电记忆丢失参数恢复至出厂默认值,"['PLC', '断电', '记忆', '丢失', '参数', '恢复', '出厂', '默认值']",19,0,0,控制系统,"PLC,参数",PLC程序报错梯形图逻辑错误导致误动作,"['PLC', '程序', '报错', '梯形图', '逻辑', '错误', '误动作']",19,0,0,控制系统,"PLC,程序"
轴承滚珠破损，振动频谱出现冲击峰值,轴承磨损异响，运转时出现周期性异音,0.82,original,轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动",轴承磨损异响运转时出现周期性异音,"['轴承', '磨损', '异响', '运转', '周期性', '异音']",16,0,0,机械系统,"轴承,磨损,异响"
变频器散热风扇故障，散热片温度达75℃,变频器参数紊乱，加速时间被异常修改,0.87,original,变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障",变频器参数紊乱加速时间被异常修改,"['变频器', '参数', '紊乱', '加速', '时间', '异常', '修改']",16,0,0,控制系统,"变频器,参数"
继电器触点烧蚀，接触电阻增大至5Ω,轻微继电器触点烧蚀，接触电阻增大至5Ω,0.75,generated,继电器触点烧蚀接触电阻增大至5Ω,"['继电器', '触点', '烧蚀', '接触', '电阻', '增大']",16,1,1,电气系统,继电器,轻微继电器触点烧蚀接触电阻增大至5Ω,"['轻微', '继电器', '触点', '烧蚀', '接触', '电阻', '增大']",18,1,1,电气系统,继电器
离心泵流量不足，出口管路堵塞,变频器散热风扇故障，散热片温度达75℃,0.16,generated,离心泵流量不足出口管路堵塞,"['离心泵', '流量', '不足', '出口', '管路', '堵塞']",13,0,0,未知,,变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障"
PLC断电记忆丢失，参数恢复至出厂默认值,PLC程序报错，梯形图逻辑错误导致误动作,0.36,generated,PLC断电记忆丢失参数恢复至出厂默认值,"['PLC', '断电', '记忆', '丢失', '参数', '恢复', '出厂', '默认值']",19,0,0,控制系统,"PLC,参数",PLC程序报错梯形图逻辑错误导致误动作,"['PLC', '程序', '报错', '梯形图', '逻辑', '错误', '误动作']",19,0,0,控制系统,"PLC,程序"
变频器散热风扇故障，散热片温度达75℃,变频器过流跳闸，输出电流超额定30%,0.95,original,变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障",变频器过流跳闸输出电流超额定30%,"['变频器', '过流', '跳闸', '输出', '电流', '超额', '30%']",17,2,1,控制系统,变频器
继电器误动作，无输入信号时触点自行闭合,电压波动时继电器误动作，无输入信号时触点自行闭合,0.65,generated,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号",电压波动时继电器误动作无输入信号时触点自行闭合,"['电压', '波动', '继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",23,0,0,电气系统,"继电器,信号"
离心泵流量不足，出口管路堵塞,离心泵空转异响，进口阀门未打开导致气蚀,0.63,original,离心泵流量不足出口管路堵塞,"['离心泵', '流量', '不足', '出口', '管路', '堵塞']",13,0,0,未知,,离心泵空转异响进口阀门未打开导致气蚀,"['离心泵', '空转', '异响', '进口', '阀门', '打开', '气蚀']",18,0,0,机械系统,异响
继电器接触不良，信号传输时断时续,继电器线圈烧毁，电阻值无穷大,1.0,original,继电器接触不良信号传输时断时续,"['继电器', '接触不良', '信号', '传输', '时断时续']",15,0,0,电气系统,"继电器,信号",继电器线圈烧毁电阻值无穷大,"['继电器', '线圈', '烧毁', '电阻值', '无穷大']",13,0,0,电气系统,继电器
变频器参数紊乱，加速时间被异常修改,液压缸压力不足，工作压力仅达额定60%,0.09,generated,变频器参数紊乱加速时间被异常修改,"['变频器', '参数', '紊乱', '加速', '时间', '异常', '修改']",16,0,0,控制系统,"变频器,参数",液压缸压力不足工作压力仅达额定60%,"['液压缸', '压力', '不足', '工作', '压力', '仅达', '额定', '60%']",18,2,1,执行器系统,液压缸
液压缸活塞杆变形，伸出时出现偏斜,持续性液压缸活塞杆变形，伸出时出现偏斜,0.65,generated,液压缸活塞杆变形伸出时出现偏斜,"['液压缸', '活塞杆', '变形', '伸出', '偏斜']",15,0,0,液压系统,"液压缸,活塞杆,变形",持续性液压缸活塞杆变形伸出时出现偏斜,"['持续性', '液压缸', '活塞杆', '变形', '伸出', '偏斜']",18,0,0,液压系统,"液压缸,活塞杆,变形"
液压缸缓冲装置失效，行程末端冲击过大,液压缸动作卡顿，换向时出现滞涩现象,0.52,original,液压缸缓冲装置失效行程末端冲击过大,"['液压缸', '缓冲', '装置', '失效', '行程', '末端', '冲击', '过大']",17,0,0,执行器系统,液压缸,液压缸动作卡顿换向时出现滞涩现象,"['液压缸', '动作', '卡顿', '换向', '滞涩', '现象']",16,0,0,执行器系统,液压缸
传感器数值漂移，测量值比实际值高10%,传感器量程超限，显示值固定为最大值,0.43,original,传感器数值漂移测量值比实际值高10%,"['传感器', '数值', '漂移', '值比', '值高', '10%']",18,2,1,未知,,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,
继电器接触不良，信号传输时断时续,继电器触点烧蚀，接触电阻增大至5Ω,0.87,original,继电器接触不良信号传输时断时续,"['继电器', '接触不良', '信号', '传输', '时断时续']",15,0,0,电气系统,"继电器,信号",继电器触点烧蚀接触电阻增大至5Ω,"['继电器', '触点', '烧蚀', '接触', '电阻', '增大']",16,1,1,电气系统,继电器
轴承磨损异响，运转时出现周期性异音,传感器无输出信号，接线端子接触不良,0.81,generated,轴承磨损异响运转时出现周期性异音,"['轴承', '磨损', '异响', '运转', '周期性', '异音']",16,0,0,机械系统,"轴承,磨损,异响",传感器无输出信号接线端子接触不良,"['传感器', '输出', '信号', '接线', '端子', '接触不良']",16,0,0,控制系统,信号
液压缸缓冲装置失效，行程末端冲击过大,液压缸动作卡顿，换向时出现滞涩现象,0.58,original,液压缸缓冲装置失效行程末端冲击过大,"['液压缸', '缓冲', '装置', '失效', '行程', '末端', '冲击', '过大']",17,0,0,执行器系统,液压缸,液压缸动作卡顿换向时出现滞涩现象,"['液压缸', '动作', '卡顿', '换向', '滞涩', '现象']",16,0,0,执行器系统,液压缸
轴承温升过高，连续运行2小时后温度达80℃,轴承滚珠破损，振动频谱出现冲击峰值,0.5,original,轴承温升过高连续运行2小时后温度达80℃,"['轴承', '温升过', '连续', '小时', '温度']",20,3,1,机械系统,轴承,轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动"
轴承磨损异响，运转时出现周期性异音,轴承润滑脂干涸，出现干摩擦异响,0.42,original,轴承磨损异响运转时出现周期性异音,"['轴承', '磨损', '异响', '运转', '周期性', '异音']",16,0,0,机械系统,"轴承,磨损,异响",轴承润滑脂干涸出现干摩擦异响,"['轴承', '润滑脂', '干涸', '摩擦', '异响']",14,0,0,机械系统,"轴承,润滑脂,异响"
继电器线圈烧毁，电阻值无穷大,电机连续运行8小时后出现异响，振动值超额定20%,0.08,original,继电器线圈烧毁电阻值无穷大,"['继电器', '线圈', '烧毁', '电阻值', '无穷大']",13,0,0,电气系统,继电器,电机连续运行8小时后出现异响振动值超额定20%,"['电机', '连续', '小时', '异响', '振动', '超额', '20%']",23,3,1,电气系统,"电机,异响,振动"
传感器抗干扰差，受电磁干扰出现跳变,传感器抗干扰差，受电磁干扰出现跳变,0.63,original,传感器抗干扰差受电磁干扰出现跳变,"['传感器', '抗干扰', '差受', '电磁干扰', '跳变']",16,0,0,未知,,传感器抗干扰差受电磁干扰出现跳变,"['传感器', '抗干扰', '差受', '电磁干扰', '跳变']",16,0,0,未知,
电机负载达额定120%时出现过热，绕组温度升至105℃,传感器量程超限，显示值固定为最大值,0.11,original,电机负载达额定120%时出现过热绕组温度升至105℃,"['电机', '负载', '额定', '120%', '过热', '绕组', '温度', '升至']",26,6,2,电气系统,电机,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,
液压缸缓冲装置失效，行程末端冲击过大,液压缸活塞杆变形，伸出时出现偏斜,0.84,original,液压缸缓冲装置失效行程末端冲击过大,"['液压缸', '缓冲', '装置', '失效', '行程', '末端', '冲击', '过大']",17,0,0,执行器系统,液压缸,液压缸活塞杆变形伸出时出现偏斜,"['液压缸', '活塞杆', '变形', '伸出', '偏斜']",15,0,0,液压系统,"液压缸,活塞杆,变形"
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机连续运行8小时后出现异响，振动值超额定20%,0.43,original,电机轴承润滑不足导致转速异常输出转速波动5%,"['电机', '轴承', '润滑', '不足', '转速', '异常', '输出', '转速', '波动', '5%']",22,1,1,电气系统,"电机,轴承,转速,转速",电机连续运行8小时后出现异响振动值超额定20%,"['电机', '连续', '小时', '异响', '振动', '超额', '20%']",23,3,1,电气系统,"电机,异响,振动"
电机负载达额定120%时出现过热，绕组温度升至105℃,PLC程序报错，梯形图逻辑错误导致误动作,0.25,original,电机负载达额定120%时出现过热绕组温度升至105℃,"['电机', '负载', '额定', '120%', '过热', '绕组', '温度', '升至']",26,6,2,电气系统,电机,PLC程序报错梯形图逻辑错误导致误动作,"['PLC', '程序', '报错', '梯形图', '逻辑', '错误', '误动作']",19,0,0,控制系统,"PLC,程序"
继电器接触不良，信号传输时断时续,继电器接触不良，信号传输时断时续,0.98,generated,继电器接触不良信号传输时断时续,"['继电器', '接触不良', '信号', '传输', '时断时续']",15,0,0,电气系统,"继电器,信号",继电器接触不良信号传输时断时续,"['继电器', '接触不良', '信号', '传输', '时断时续']",15,0,0,电气系统,"继电器,信号"
传感器无输出信号，接线端子接触不良,传感器量程超限，显示值固定为最大值,0.95,original,传感器无输出信号接线端子接触不良,"['传感器', '输出', '信号', '接线', '端子', '接触不良']",16,0,0,控制系统,信号,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,
传感器量程超限，显示值固定为最大值,电机连续运行8小时后出现异响，振动值超额定20%,0.08,original,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,,电机连续运行8小时后出现异响振动值超额定20%,"['电机', '连续', '小时', '异响', '振动', '超额', '20%']",23,3,1,电气系统,"电机,异响,振动"
变频器过压报警，直流母线电压达800V,变频器过流跳闸，输出电流超额定30%,0.56,original,变频器过压报警直流母线电压达800V,"['变频器', '过压', '报警', '直流', '线电压', '800V']",18,3,0,控制系统,变频器,变频器过流跳闸输出电流超额定30%,"['变频器', '过流', '跳闸', '输出', '电流', '超额', '30%']",17,2,1,控制系统,变频器
变频器散热风扇故障，散热片温度达75℃,轴承间隙过大，径向游隙超0.15mm,0.05,original,变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障",轴承间隙过大径向游隙超0.15mm,"['轴承', '间隙', '过大', '径向', '游隙', '0.15', 'mm']",17,3,0,机械系统,轴承
离心泵密封泄漏，机械密封端面磨损,离心泵流量不足，出口管路堵塞,0.44,original,离心泵密封泄漏机械密封端面磨损,"['离心泵', '密封', '泄漏', '机械', '密封', '端面', '磨损']",15,0,0,机械系统,"泄漏,磨损",离心泵流量不足出口管路堵塞,"['离心泵', '流量', '不足', '出口', '管路', '堵塞']",13,0,0,未知,
轴承温升过高，连续运行2小时后温度达80℃,轴承温升过高，偶尔连续运行2小时后温度达80℃,0.66,generated,轴承温升过高连续运行2小时后温度达80℃,"['轴承', '温升过', '连续', '小时', '温度']",20,3,1,机械系统,轴承,轴承温升过高偶尔连续运行2小时后温度达80℃,"['轴承', '温升过', '偶尔', '连续', '小时', '温度']",22,3,1,机械系统,轴承
变频器频率漂移，设定50Hz实际输出45Hz,间歇性变频器频率漂移，设定50Hz实际输出45Hz,0.76,generated,变频器频率漂移设定50Hz实际输出45Hz,"['变频器', '频率', '漂移', '50Hz', '输出', '45Hz']",21,4,1,控制系统,变频器,间歇性变频器频率漂移设定50Hz实际输出45Hz,"['间歇性', '变频器', '频率', '漂移', '50Hz', '输出', '45Hz']",24,4,1,控制系统,变频器
